Year,School Code,School Name,School Type,School Street,School City,School State,School Zip,School County,School District Name,District Code,Grades,Reported?,K-12 Enrolled,K-12 Exempt,K-12 % Exempt,K-12 Medical Exemption,K-12 % Medical Exemption,K-12 Personal Exemption,K-12 % Personal Exemption,K-12 Religious Exemption,K-12 % Religious Exemption,K-12 Exempt for DT/Td,K-12 Exempt for Pertussis,K-12 exempt for Polio,K-12 exempt for Measles,K-12 Exempt for Mumps,K-12 Exempt for Rubella,K-12 Exempt for Hep B,K-12 Exempt for Varicella
2011,3011,Friday Harbor Middle School,Public School,PO BOX 458,FRIDAY HARBOR,WA,98250,SAN JUAN,San Juan Island School District,28149,7-8,Yes,127,13,10.2%,0,0.0%,13,10.2%,0,0.0%,10,10,8,9,9,9,9,0
2011,4407,Frontier Jr High,Public School,22110 108th Ave E,Graham,WA,98338,PIERCE,Bethel School District,27403,7-9,Yes,776,29,3.7%,2,0.3%,26,3.4%,1,0.1%,21,22,12,13,13,13,17,0
2011,2673,Frontier Middle School,Public School,517 WEST THIRD AVENUE,MOSES LAKE,WA,98837,GRANT,Moses Lake School District,13161,6-8,No,,,,,,,,,,,,,,,,,
2011,4498,Frontier Middle School,Public School,7600 NE 166th Avenue,Vancouver,WA,98682,CLARK,Evergreen School District (Clark),6114,6-8,Yes,985,47,4.8%,5,0.5%,37,3.8%,5,0.5%,40,42,33,38,38,38,31,0
2011,3675,Frost Elementary,Public School,11801 NE 140th,Kirkland,WA,98034,KING,Lake Washington School District,17414,K-6,No,,,,,,,,,,,,,,,,,
2011,2637,Fruit Valley Elementary School,Public School,3410 NW FRUIT VALLEY RD,VANCOUVER,WA,98680,CLARK,Vancouver School District,6037,K-5,Yes,244,8,3.3%,0,0.0%,7,2.9%,1,0.4%,6,6,6,6,6,6,6,3
2011,3557,Fruitland Elementary,Public School,1515 Fruitland Ave,Puyallup,WA,98371,PIERCE,Puyallup School District,27003,K-6,Yes,511,16,3.1%,3,0.6%,13,2.5%,0,0.0%,6,6,7,5,5,5,4,1
2011,4594,Fryelands Elementary,Public School,15286 Fryelands Blvd.,Monroe,WA,98272,SNOHOMISH,Monroe School District,31103,K-5,Yes,535,41,7.7%,8,1.5%,30,5.6%,3,0.6%,16,16,19,22,22,22,22,24
2011,1804,Futures School,Public School,10601 NE 132nd,Kirkland,WA,98034,KING,Lake Washington School District,17414,9-12,Yes,62,4,6.5%,0,0.0%,4,6.5%,0,0.0%,0,4,3,3,3,3,2,0
2011,3902,Gaiser Middle School,Public School,3000 NE 99th St,VANCOUVER,WA,98665,CLARK,Vancouver School District,6037,6-8,No,,,,,,,,,,,,,,,,,
2011,3091,Garden Heights Elementary,Public School,707 E NELSON ROAD,MOSES LAKE,WA,98837,GRANT,Moses Lake School District,13161,K-5,Yes,436,42,9.6%,4,0.9%,37,8.5%,1,0.2%,20,22,20,21,21,21,21,24
2011,1424,Gardenview Montessori,Private School,3242 Firwood Ave,Bellingham,WA,98225,WHATCOM,Bellingham School District,37501,P-1,No,,,,,,,,,,,,,,,,,
2011,8071,Gardner School,Private School,16413 NE 50th Ave,Vancouver,WA,98686,CLARK,Battle Ground School District,6119,K-8,Yes,81,3,3.7%,0,0.0%,3,3.7%,0,0.0%,3,3,3,3,3,3,3,3
2011,1962,Garfield at Palouse High School,Public School,600 E. Alder,Palouse,WA,99161,WHITMAN,Garfield School District,38302,9-12,No,,,,,,,,,,,,,,,,,
2011,2895,Garfield Elementary,Public School,POB 398,Garfield,WA,99130,WHITMAN,Garfield School District,38302,K-5,No,,,,,,,,,,,,,,,,,
2011,3727,Garfield Elementary,Public School,222 W Knox Ave,Spokane,WA,99205,SPOKANE,Spokane School District,32081,K-6,Yes,498,27,5.4%,0,0.0%,24,4.8%,3,0.6%,21,21,16,10,10,10,25,8
2011,2448,Garfield Elementary School,Public School,325 PLYMOUTH ST NW,OLYMPIA,WA,98502,THURSTON,Olympia School District,34111,K-5,Yes,329,48,14.6%,4,1.2%,43,13.1%,1,0.3%,32,33,34,38,38,38,33,28
2011,2608,Garfield Elementary School,Public School,505 MADISON AVE,TOPPENISH,WA,98948,YAKIMA,Toppenish School District,39202,K-5,Yes,411,2,0.5%,0,0.0%,2,0.5%,0,0.0%,1,1,1,1,1,1,1,2
2011,2176,Garfield Elementary School,Public School,612 N 6th Ave,Yakima,WA,98902,YAKIMA,Yakima School District,39007,K-5,Yes,561,2,0.4%,1,0.2%,1,0.2%,0,0.0%,1,1,0,1,1,1,0,0
2011,2065,Garfield Elementary School,Public School,2215 Pine Street,Everett,WA,98201,SNOHOMISH,Everett School District,31002,K-5,Yes,370,19,5.1%,6,1.6%,12,3.2%,1,0.3%,17,17,14,11,11,11,11,15
2011,2306,Garfield High School,Public School,400 23 Ave,SEATTLE,WA,98122,KING,Seattle Public Schools,17001,9-12,Yes,1719,74,4.3%,5,0.3%,67,3.9%,2,0.1%,43,42,35,15,15,15,58,51
2011,2896,Garfield Middle School,Public School,POB 398,Garfield,WA,99130,WHITMAN,Garfield School District,38302,6-8,No,,,,,,,,,,,,,,,,,
2011,3510,Garrison Middle School,Public School,906 CHASE ST,WALLA WALLA,WA,99362,WALLA WALLA,Walla Walla Public Schools,36140,6-8,Yes,609,12,2.0%,2,0.3%,9,1.5%,1,0.2%,10,10,9,10,10,10,7,0
2011,3758,Garry Middle School,Public School,725 E Joseph Ave,Spokane,WA,99207,SPOKANE,Spokane School District,32081,7-8,Yes,631,21,3.3%,3,0.5%,18,2.9%,0,0.0%,13,13,13,9,9,9,16,3
2011,1738,Gate Program,Public School,3100 E 18th St,VANCOUVER,WA,98661,CLARK,Vancouver School District,6037,12-12,No,,,,,,,,,,,,,,,,,
2011,4063,Gates Secondary School,Public School,813 132nd Street S,Tacoma,WA,98444,PIERCE,Franklin Pierce School District,27402,8-12,Yes,171,3,1.8%,0,0.0%,2,1.2%,1,0.6%,3,3,2,2,2,2,2,2
2011,8341,Gateway Christian Schools,Private School,705 NE Lincoln Rd,Poulsbo,WA,98370,KITSAP,North Kitsap School District,18400,K-8,No,,,,,,,,,,,,,,,,,
2011,4437,Gateway Middle School,Public School,15404 Silver Firs Dr,Everett,WA,98208,SNOHOMISH,Everett School District,31002,6-8,Yes,731,24,3.3%,3,0.4%,20,2.7%,1,0.1%,22,22,14,18,18,18,15,0
2011,2139,Gatewood Elementary School,Public School,4320 SW MYRTLE ST,SEATTLE,WA,98136,KING,Seattle Public Schools,17001,K-5,Yes,484,39,8.1%,1,0.2%,37,7.6%,1,0.2%,26,25,23,7,7,7,28,4
2011,2911,Gause Elementary,Public School,1100 34th Street,Washougal,WA,98671,CLARK,Washougal School District,6112,K-5,Yes,544,27,5.0%,1,0.2%,25,4.6%,1,0.2%,22,23,22,22,22,22,21,14
2011,2746,Geiger,Public School,621 S Jackson Ave,Tacoma,WA,98465,PIERCE,Tacoma School District,27010,K-5,Yes,297,26,8.8%,2,0.7%,22,7.4%,2,0.7%,13,13,15,11,11,11,22,19
2011,2262,Geneva Elementary School,Public School,1401 Geneva St,Bellingham,WA,98229,WHATCOM,Bellingham School District,37501,K-5,Yes,396,62,15.7%,0,0.0%,62,15.7%,0,0.0%,30,30,32,31,31,31,60,32
2011,3424,George C Marshall Elementary,Public School,6400 MACARTHUR BLVD,VANCOUVER,WA,98661,CLARK,Vancouver School District,6037,K-5,Yes,384,21,5.5%,2,0.5%,19,4.9%,0,0.0%,7,7,8,10,10,11,10,7
2011,3426,George Elementary,Public School,101 S. WASHINGTON WAY,QUINCY,WA,98848,GRANT,Quincy School District,13144,K-4,Yes,127,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0,0,0,0,0,0,0
2011,4413,George T. Daniel Elementary School,Public School,11310 SE 248th ST,Kent,WA,98030,KING,Kent School District,17415,K-6,Yes,468,18,3.8%,11,2.4%,6,1.3%,1,0.2%,4,5,4,5,5,5,13,2
2011,4452,George Washington Bush Middle Sch,Public School,2120 83rd Avenue SW,Tumwater,WA,98512,THURSTON,Tumwater School District,34033,7-8,No,,,,,,,,,,,,,,,,,
2011,2664,Gess Elementary,Public School,P.O. Box 7,Chewelah,WA,99109,STEVENS,Chewelah School District,33036,K-5,Yes,298,51,17.1%,2,0.7%,49,16.4%,0,0.0%,26,27,26,27,27,27,24,30
2011,8978,Giddens School,Private School,620 20th Ave S,Seattle,WA,98144,KING,Seattle Public Schools,17001,K-5,No,,,,,,,,,,,,,,,,,
2011,8389,Gig Harbor Academy,Private School,6820 32rd St NW,Gig Harbor,WA,98335,PIERCE,Peninsula School District,27401,K-5,No,,,,,,,,,,,,,,,,,
2011,4081,Gig Harbor High,Public School,5101 Rosedale St NW,Gig Harbor,WA,98335,PIERCE,Peninsula School District,27401,9-12,Yes,1643,71,4.3%,3,0.2%,65,4.0%,3,0.2%,51,51,37,41,41,41,40,0
2011,2818,Gilbert Elementary School,Public School,4400 Douglas Dr,Yakima,WA,98908,YAKIMA,Yakima School District,39007,K-5,Yes,500,8,1.6%,0,0.0%,8,1.6%,0,0.0%,6,6,6,6,6,6,5,5
2011,3669,Gildo Rey Elementary School,Public School,1005 37TH ST SE,AUBURN,WA,98002,KING,Auburn School District,17408,K-5,Yes,438,16,3.7%,2,0.5%,12,2.7%,2,0.5%,2,5,5,6,6,6,6,10
2011,3458,Glacier Middle School,Public School,PO Box 1683,Buckley,WA,98321,PIERCE,White River School District,27416,6-8,Yes,1217,111,9.1%,6,0.5%,104,8.5%,1,0.1%,31,61,40,68,68,68,65,0
2011,4453,Glacier Park Elementary,Public School,23700 SE 280th Street,Maple Valley,WA,98038,KING,Tahoma School District,17409,K-5,Yes,545,29,5.3%,1,0.2%,28,5.1%,0,0.0%,16,19,15,11,12,12,10,0
2011,5128,Glacier Peak High School,Public School,1601 Avenue D,Snohomish,WA,98290,SNOHOMISH,Snohomish School District,31201,9-12,Yes,1630,63,3.9%,5,0.3%,57,3.5%,1,0.1%,23,39,31,39,39,39,34,0
2011,1940,Glacier Valley High School,Public School,PO Box 369,Chelan,WA,98816,CHELAN,Lake Chelan School District,4129,9-12,No,,,,,,,,,,,,,,,,,
2011,5142,Glacier View Junior High,Public School,12807 184th St E,Puyallup,WA,98374,PIERCE,Puyallup School District,27003,7-9,Yes,840,80,9.5%,0,0.0%,76,9.0%,4,0.5%,22,22,12,12,12,12,15,58
2011,8396,Glendale Lutheran School,Private School,13455 2nd Ave SW,Burien,WA,98146,KING,Highline School District,17401,K-8,No,,,,,,,,,,,,,,,,,
2011,4489,Glenridge Elementary,Public School,19405 120th Ave SE,Renton,WA,98058,KING,Kent School District,17415,K-6,Yes,494,26,5.3%,3,0.6%,21,4.3%,2,0.4%,14,16,12,10,10,10,13,13
2011,3047,Glenwood Elementary,Public School,PO Box 12,Glenwood,WA,98619,KLICKITAT,Glenwood School District,20401,K-6,No,,,,,,,,,,,,,,,,,
2011,4391,Glenwood Elementary,Public School,2221 103 AVE SE,EVERETT,WA,98205,SNOHOMISH,Lake Stevens School District,31004,K-5,No,,,,,,,,,,,,,,,,,
2011,3018,Glenwood Heights Primary,Public School,9716 NE 134th St,Vancouver,WA,98662,CLARK,Battle Ground School District,6119,K-4,Yes,711,11,1.5%,5,0.7%,0,0.0%,6,0.8%,60,60,57,58,58,58,54,51
2011,3048,Glenwood Secondary,Public School,320 Bunnell St.,Glenwood,WA,98619,KLICKITAT,Glenwood School District,20401,7-12,Yes,69,9,13.0%,0,0.0%,9,13.0%,0,0.0%,3,3,3,5,5,5,2,7
2011,5064,Global Connections High School,Public School,4424 South 188th Street,SeaTac,WA,98188,KING,Highline School District,17401,9-12,No,,,,,,,,,,,,,,,,,
2011,3258,Glover Middle School,Public School,2404 W Longfellow Ave,Spokane,WA,99205,SPOKANE,Spokane School District,32081,7-8,Yes,645,33,5.1%,2,0.3%,29,4.5%,2,0.3%,18,18,19,16,15,15,21,7
2011,1729,Goal Program,Public School,2416 Colby Ave.,Everett,WA,98201,SNOHOMISH,Everett School District,31002,12-12,No,,,,,,,,,,,,,,,,,
2011,4399,Gold Bar Elementary,Public School,419 Lewis Ave,Gold Bar,WA,98251,SNOHOMISH,Sultan School District,31311,K-5,Yes,320,42,13.1%,0,0.0%,42,13.1%,0,0.0%,38,38,37,37,37,37,36,16
2011,1425,Goldendale Christian School,Private School,1180 S Roosevelt,Goldendale,WA,98620,KLICKITAT,Goldendale School District,20404,K-12,No,,,,,,,,,,,,,,,,,
2011,2856,Goldendale High School,Public School,525 SIMCOE DR.,GOLDENDALE,WA,98620,KLICKITAT,Goldendale School District,20404,9-12,Yes,386,43,11.1%,1,0.3%,35,9.1%,7,1.8%,23,32,12,19,19,19,17,0
2011,3393,Goldendale Middle School,Public School,520 E. COLLINS DR.,GOLDENDALE,WA,98620,KLICKITAT,Goldendale School District,20404,5-8,Yes,310,31,10.0%,7,2.3%,23,7.4%,1,0.3%,19,18,5,9,9,9,11,0
2011,2677,Goldendale Primary School,Public School,820 S. SCHUSTER ST,GOLDENDALE,WA,98620,KLICKITAT,Goldendale School District,20404,K-4,Yes,334,34,10.2%,3,0.9%,27,8.1%,4,1.2%,14,14,13,13,13,13,13,31
2011,5012,Goldendale Support Service Center,Public School,820 S. SCHUSTER ST.,GOLDENDALE,WA,98620,KLICKITAT,Goldendale School District,20404,K-PK,No,,,,,,,,,,,,,,,,,
2011,8176,Gonzaga Preparatory School,Private School,1224 E Euclid Ave,Spokane,WA,99207,SPOKANE,Spokane School District,32081,9-12,Yes,899,67,7.5%,51,5.7%,15,1.7%,1,0.1%,8,11,9,9,10,10,12,50
2011,5058,Good Beginnings Center,Public School,780 Cook Rd,Sedro-Woolley,WA,98273,SKAGIT,Sedro-Woolley School District,29101,K-PK,No,,,,,,,,,,,,,,,,,
2011,2294,Goodman Middle School,Public School,3701 38th Ave NW,Gig Harbor,WA,98335,PIERCE,Peninsula School District,27401,6-8,Yes,617,43,7.0%,3,0.5%,38,6.2%,2,0.3%,35,35,20,21,21,21,21,0
2011,1400,Gospel Outreach,Private School,1925 South Bay Rd,Olympia,WA,98506,THURSTON,Olympia School District,34111,1-12,No,,,,,,,,,,,,,,,,,
2011,3645,Gov John Rogers High School,Public School,12801 86th Ave E,Puyallup,WA,98373,PIERCE,Puyallup School District,27003,10-12,Yes,1759,82,4.7%,4,0.2%,77,4.4%,1,0.1%,30,30,34,38,38,38,54,38
2011,8429,Grace Academy,Private School,8521 67th Ave NE,Marysville,WA,98270,SNOHOMISH,Marysville School District,31025,K-12,Yes,311,110,35.4%,55,17.7%,55,17.7%,0,0.0%,110,110,110,110,110,110,110,110
2011,8228,Grace Lutheran School,Private School,1207 S 7th Ave,Yakima,WA,98902,YAKIMA,Yakima School District,39007,K-8,No,,,,,,,,,,,,,,,,,
2011,4297,Graham Elementary,Public School,10026 204th St E,Graham,WA,98338,PIERCE,Bethel School District,27403,K-6,Yes,696,24,3.4%,1,0.1%,22,3.2%,1,0.1%,11,12,11,13,13,13,13,12
2011,3378,Graham Hill Elementary School,Public School,5149 S GRAHAM ST,SEATTLE,WA,98118,KING,Seattle Public Schools,17001,K-5,Yes,393,29,7.4%,4,1.0%,24,6.1%,1,0.3%,18,16,14,7,7,7,19,8
2011,5033,Graham Kapowsin High School,Public School,22100 108th Ave E,Graham,WA,98338,PIERCE,Bethel School District,27403,10-12,Yes,1306,45,3.4%,5,0.4%,35,2.7%,5,0.4%,13,30,22,26,26,26,27,0
2011,2539,Grainger Elementary,Public School,PO Box 592,Okanogan,WA,98840,OKANOGAN,Okanogan School District,24105,K-5,Yes,440,54,12.3%,0,0.0%,51,11.6%,3,0.7%,23,23,22,28,28,28,28,31
2011,2672,Grand Coulee Dam Middle School,Public School,BOX J,GRAND COULEE,WA,99133,GRANT,Grand Coulee Dam School District,13301,5-8,No,,,,,,,,,,,,,,,,,
2011,3801,Grand Mound Elementary,Public School,7710 James Rd SW,Rochester,WA,98579,THURSTON,Rochester School District,34401,3-5,Yes,503,34,6.8%,0,0.0%,33,6.6%,1,0.2%,17,17,16,19,19,19,18,10
2011,5056,Grand Ridge Elementary,Public School,1739 NE Park Dr,Issaquah,WA,98029,KING,Issaquah School District,17411,K-5,Yes,791,32,4.0%,5,0.6%,27,3.4%,0,0.0%,22,22,19,25,25,25,22,17
2011,8233,Grandview Adventist Junior Academy,Private School,106 N Elm St,Grandview,WA,98930,YAKIMA,Grandview School District,39200,K-8,No,,,,,,,,,,,,,,,,,
2011,2555,Grandview High School,Public School,1601 W 5th ST,Grandview,WA,98930,YAKIMA,Grandview School District,39200,9-12,No,,,,,,,,,,,,,,,,,
2011,3071,Grandview Middle School,Public School,1401 W 2nd ST,Grandview,WA,98930,YAKIMA,Grandview School District,39200,6-8,No,,,,,,,,,,,,,,,,,
2011,1661,Granger Alternative High School,Public School,PO Box 400,Granger,WA,98932,YAKIMA,Granger School District,39204,9-12,No,,,,,,,,,,,,,,,,,
2011,3314,Granger High School,Public School,701 E Avenue,Granger,WA,98932,YAKIMA,Granger School District,39204,9-12,No,,,,,,,,,,,,,,,,,
2011,2531,Granger Middle School,Public School,701 E Avenue,Granger,WA,98932,YAKIMA,Granger School District,39204,5-8,Yes,492,1,0.2%,1,0.2%,0,0.0%,0,0.0%,0,1,0,0,0,0,0,0
2011,2580,Granite Falls High School,Public School,1401 100th St NE,Granite Falls,WA,98252,SNOHOMISH,Granite Falls School District,31332,9-12,Yes,683,54,7.9%,1,0.1%,51,7.5%,2,0.3%,26,42,27,40,38,38,32,0
2011,4113,Granite Falls Middle School,Public School,205 North Alder Avenue,Granite Falls,WA,98252,SNOHOMISH,Granite Falls School District,31332,6-8,Yes,505,42,8.3%,0,0.0%,41,8.1%,1,0.2%,34,39,31,32,32,32,30,0
2011,3053,Grant,Public School,1018 N Prospect St,Tacoma,WA,98406,PIERCE,Tacoma School District,27010,K-5,Yes,397,24,6.0%,5,1.3%,18,4.5%,1,0.3%,12,12,13,15,15,15,18,12
2011,3092,Grant Elementary,Public School,451 3RD NW,EPHRATA,WA,98823,GRANT,Ephrata School District,13165,K-4,Yes,445,17,3.8%,2,0.4%,11,2.5%,4,0.9%,13,13,12,11,11,11,11,6
2011,3729,Grant Elementary,Public School,1300 E 9Th Ave,Spokane,WA,99202,SPOKANE,Spokane School District,32081,K-6,Yes,380,23,6.1%,0,0.0%,22,5.8%,1,0.3%,14,14,15,7,7,7,16,9
2011,2966,Grant Elementary School,Public School,1430 SE 1st Street,East Wenatchee,WA,98802,DOUGLAS,Eastmont School District,9206,K-4,Yes,439,2,0.5%,0,0.0%,2,0.5%,0,0.0%,0,1,1,1,1,1,1,0
2011,3094,Grant Street Elementary,Public School,1637 Grant St,Port Townsend,WA,98368,JEFFERSON,Port Townsend School District,16050,K-8,Yes,389,94,24.2%,5,1.3%,84,21.6%,5,1.3%,63,66,61,69,69,69,69,60
2011,2962,Grantham Elementary,Public School,1253 Poplar St,Clarkston,WA,99403,ASOTIN,Clarkston School District,2250,K-6,Yes,248,38,15.3%,0,0.0%,37,14.9%,1,0.4%,18,19,17,20,20,20,19,24
2011,2145,Grapeview Elementary & Middle School,Public School,822 E Mason Benson Rd,Grapeview,WA,98546,MASON,Grapeview School District,23054,K-8,Yes,219,18,8.2%,1,0.5%,16,7.3%,1,0.5%,12,12,14,13,13,13,15,5
2011,3708,Grass Lake Elementary School,Public School,28700 191st Place SE,Kent,WA,98042,KING,Kent School District,17415,K-6,Yes,414,16,3.9%,2,0.5%,13,3.1%,1,0.2%,4,6,3,5,5,5,4,7
2011,5158,Grass Valley Elementary,Public School,3000 NE Grass Valley Dr,Camas,WA,98607,CLARK,Camas School District,6117,K-5,Yes,581,56,9.6%,2,0.3%,53,9.1%,1,0.2%,45,45,45,47,47,47,38,53
2011,2377,Gray,Public School,6229 S Tyler St,Tacoma,WA,98409,PIERCE,Tacoma School District,27010,6-8,Yes,658,11,1.7%,2,0.3%,9,1.4%,0,0.0%,5,5,5,7,7,7,8,5
2011,8648,Grays Harbor Adventist Christian School,Private School,1216 State Route 12,Montesano,WA,98563,GRAYS HARBOR,Montesano School District,14066,K-8,Yes,13,1,7.7%,0,0.0%,1,7.7%,0,0.0%,1,1,1,1,1,1,1,1
2011,2097,Great Northern Elementary,Public School,3115 N SPOTTED RD,SPOKANE,WA,99224,SPOKANE,Great Northern School District,32312,K-6,Yes,45,5,11.1%,0,0.0%,5,11.1%,0,0.0%,4,4,4,4,4,4,2,4
2011,8409,Greater Trinity Christian Learning Academy,Private School,11229 4th Ave W,Everett,WA,98204,SNOHOMISH,Mukilteo School District,31006,K-1,No,,,,,,,,,,,,,,,,,
2011,4426,Green Gables Elementary School,Public School,32607 47TH AVE SW,FEDERAL WAY,WA,98023,KING,Federal Way School District,17210,K-5,Yes,404,32,7.9%,2,0.5%,29,7.2%,1,0.2%,20,20,17,17,17,17,20,20
2011,2027,Green Hill Academic School,Institution,375 SW 11th Street,Chehalis,WA,98532,LEWIS,Chehalis School District,21302,9-12,No,,,,,,,,,,,,,,,,,
2011,2061,Green Lake Elementary School,Public School,2400 N 65 ST,SEATTLE,WA,98103,KING,Seattle Public Schools,17001,K-5,Yes,262,29,11.1%,1,0.4%,26,9.9%,2,0.8%,14,14,18,3,3,3,19,5
2011,4393,Green Mountain Elementary,Public School,3860 Boundary Trail NW,BREMERTON,WA,98312,KITSAP,Central Kitsap School District,18401,K-6,Yes,445,20,4.5%,2,0.4%,17,3.8%,1,0.2%,17,17,11,10,10,10,7,5
2011,2484,Green Mountain School,Public School,13105 NE GRINNEL RD,WOODLAND,WA,98674,COWLITZ,Green Mountain School District,6103,K-8,No,,,,,,,,,,,,,,,,,
2011,2078,Green Park Elementary School,Public School,1105 E ISAACS AVE,WALLA WALLA,WA,99362,WALLA WALLA,Walla Walla Public Schools,36140,K-5,No,,,,,,,,,,,,,,,,,
2011,8866,Green Pastures Learning Center,Private School,71 Green Meadows Dr,Yakima,WA,98908,YAKIMA,Naches Valley School District,39003,K-12,No,,,,,,,,,,,,,,,,,
2011,8756,Green River Montessori School,Private School,922 12th St NE,Auburn,WA,98002,KING,Auburn School District,17408,K-12,No,,,,,,,,,,,,,,,,,
2011,2157,Greenacres Elementary,Public School,17915 E 4th Avenue,Spokane Valley,WA,99016,SPOKANE,Central Valley School District,32356,1-5,Yes,549,21,3.8%,0,0.0%,21,3.8%,0,0.0%,13,13,13,13,13,13,11,18
2011,3573,Greenacres Middle School,Public School,17409 E Sprague Avenue,Spokane Valley,WA,99016,SPOKANE,Central Valley School District,32356,6-8,Yes,768,53,6.9%,2,0.3%,51,6.6%,0,0.0%,51,51,35,32,32,32,27,0
2011,2123,Greenwood Elementary School,Public School,144 NW 80 ST,SEATTLE,WA,98117,KING,Seattle Public Schools,17001,K-5,Yes,333,37,11.1%,0,0.0%,36,10.8%,1,0.3%,22,22,21,5,5,5,21,6
2011,2937,Greenwood Elementary School,Public School,North Division and Idaho Ave,Fort Lewis,WA,98433,PIERCE,Clover Park School District,27400,K-5,Yes,349,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0,0,0,0,0,0,0
2011,2844,Gregory Heights Elementary,Public School,16201 16th Ave SW,Burien,WA,98166,KING,Highline School District,17401,K-6,Yes,593,13,2.2%,1,0.2%,12,2.0%,0,0.0%,3,3,3,3,3,3,7,5
2011,4378,Greywolf Elementary School,Public School,171 Carlsborg Rd.,Sequim,WA,98382,CLALLAM,Sequim School District,5323,K-5,Yes,552,64,11.6%,6,1.1%,55,10.0%,3,0.5%,43,43,43,43,43,43,45,36
2011,1963,Griffin Bay School,Public School,PO Box 458,Friday Harbor,WA,98250,SAN JUAN,San Juan Island School District,28149,K-12,Yes,29,5,17.2%,0,0.0%,5,17.2%,0,0.0%,4,4,4,4,4,4,5,0
2011,1534,Griffin Home,Public School,2500 LAKE WASHINGTON BLVD N,RENTON,WA,98056,KING,Renton School District,17403,6-12,No,,,,,,,,,,,,,,,,,
2011,2406,Griffin School,Public School,6530 33rd Ave NW,Olympia,WA,98502,THURSTON,Griffin School District,34324,K-8,Yes,620,34,5.5%,1,0.2%,32,5.2%,1,0.2%,15,19,20,20,20,20,20,10
2011,5123,Grove Elementary,Public School,6510 Grove St,Marysville,WA,98270,SNOHOMISH,Marysville School District,31025,K-5,Yes,532,37,7.0%,7,1.3%,30,5.6%,0,0.0%,27,27,25,29,29,29,20,24
2011,8226,Guardian Angel St. Boniface School,Private School,306 Steptoe St,Colton,WA,99113,WHITMAN,Colton School District,38306,K-8,No,,,,,,,,,,,,,,,,,
2011,1735,H.e.a.r.t. High School,Public School,10140 Highway 12 SW,Rochester,WA,98579,THURSTON,Rochester School District,34401,9-12,No,,,,,,,,,,,,,,,,,
2011,5010,Haller Middle School,Public School,600 E. First,Arlington,WA,98223,SNOHOMISH,Arlington School District,31016,6-8,Yes,625,62,9.9%,3,0.5%,59,9.4%,0,0.0%,37,35,25,36,36,36,34,0
2011,4483,Hallett Elementary,Public School,PO Box 128,Medical Lake,WA,99022,SPOKANE,Medical Lake School District,32326,4-6,Yes,489,35,7.2%,4,0.8%,27,5.5%,4,0.8%,20,21,21,21,21,21,22,13
2011,3007,Hamblen Elementary,Public School,2121 E Thurston Ave,Spokane,WA,99203,SPOKANE,Spokane School District,32081,K-6,Yes,531,32,6.0%,3,0.6%,29,5.5%,0,0.0%,15,15,17,19,19,19,18,17
2011,3079,Hamilton Elementary,Public School,1822 W 7TH ST,PORT ANGELES,WA,98363,CLALLAM,Port Angeles School District,5121,K-6,Yes,324,13,4.0%,0,0.0%,13,4.0%,0,0.0%,3,5,3,6,6,6,4,5
2011,2371,Hamilton International Middle School,Public School,4400 Interlake Ave N,SEATTLE,WA,98103,KING,Seattle Public Schools,17001,6-8,Yes,916,80,8.7%,5,0.5%,72,7.9%,3,0.3%,36,36,42,14,15,15,66,18
2011,8743,Hamlin Robinson School,Private School,1700 E Union St.,Seattle,WA,98122,KING,Seattle Public Schools,17001,1-8,No,,,,,,,,,,,,,,,,,
2011,1667,Handicapped Contractual Services,Public School,18560 1st Avenue N.E.,Shoreline,WA,98155,KING,Shoreline School District,17412,K-12,No,,,,,,,,,,,,,,,,,
2011,3833,Hanford High School,Public School,450 Hanford Street,Richland,WA,99352,BENTON,Richland School District,3400,9-12,No,,,,,,,,,,,,,,,,,
2011,3134,Happy Valley Elementary School,Public School,1041 24th St,Bellingham,WA,98225,WHATCOM,Bellingham School District,37501,K-5,Yes,315,43,13.7%,3,1.0%,39,12.4%,1,0.3%,19,19,22,24,24,24,28,27
2011,1423,Harbor Christian Schools,Private School,4819 NW Hunt St,Gig Harbor,WA,98335,PIERCE,Peninsula School District,27401,K-12,No,,,,,,,,,,,,,,,,,
2011,2944,Harbor Heights Elementary School,Public School,4002 36th St NW,Gig Harbor,WA,98335,PIERCE,Peninsula School District,27401,K-5,Yes,565,28,5.0%,6,1.1%,22,3.9%,0,0.0%,14,14,15,19,19,19,16,20
2011,3857,Harbor High School,Public School,300 N. Williams,Aberdeen,WA,98520,GRAYS HARBOR,Aberdeen School District,14005,9-12,Yes,138,3,2.2%,1,0.7%,2,1.4%,0,0.0%,1,1,2,2,2,2,2,0
2011,8667,Harbor Montessori School,Private School,5414 Comte Dr,Gig Harbor,WA,98335,PIERCE,Peninsula School District,27401,K-12,No,,,,,,,,,,,,,,,,,
2011,4387,Harbor Ridge Middle School,Public School,9010 Prentice Ave,Gig Harbor,WA,98332,PIERCE,Peninsula School District,27401,6-8,Yes,590,46,7.8%,2,0.3%,44,7.5%,0,0.0%,0,40,26,24,24,24,24,0
2011,8256,Harbor School,Private School,15920 Vashon Hwy SW,Vashon,WA,98070,KING,Vashon Island School District,17402,4-8,Yes,46,9,19.6%,0,0.0%,9,19.6%,0,0.0%,6,6,7,8,8,8,9,9
