Year,School Code,School Name,School Type,School Street,School City,School State,School Zip,School County,School District Name,District Code,Grades,Reported?,K-12 Enrolled,K-12 Exempt,K-12 % Exempt,K-12 Medical Exemption,K-12 % Medical Exemption,K-12 Personal Exemption,K-12 % Personal Exemption,K-12 Religious Exemption,K-12 % Religious Exemption,K-12 Exempt for DT/Td,K-12 Exempt for Pertussis,K-12 exempt for Polio,K-12 exempt for Measles,K-12 Exempt for Mumps,K-12 Exempt for Rubella,K-12 Exempt for Hep B,K-12 Exempt for Varicella
2011,3896,Sunrise Elementary,Public School,2323 39th Ave SE,Puyallup,WA,98374,PIERCE,Puyallup School District,27003,K-6,Yes,519,14,2.7%,7,1.3%,6,1.2%,1,0.2%,5,5,5,5,5,5,5,9
2011,4160,Sunrise Elementary,Public School,14603 E. 24th Ave.,Veradale,WA,99037,SPOKANE,Central Valley School District,32356,K-5,Yes,558,30,5.4%,0,0.0%,30,5.4%,0,0.0%,23,23,21,24,24,24,17,18
2011,4420,Sunrise Elementary School,Public School,22300 132nd Ave SE,Kent,WA,98042,KING,Kent School District,17415,K-6,Yes,554,24,4.3%,3,0.5%,19,3.4%,2,0.4%,13,13,12,15,16,15,12,11
2011,3228,Sunset Elementary,Public School,4229 W LAKE SAMM PKWY SE,BELLEVUE,WA,98008,KING,Issaquah School District,17411,K-5,Yes,587,40,6.8%,6,1.0%,33,5.6%,1,0.2%,12,13,7,13,13,13,18,16
2011,2814,Sunset Elementary,Public School,12824 W 12th St,AIRWAY HEIGHTS,WA,99001,SPOKANE,Cheney School District,32360,K-5,Yes,434,36,8.3%,3,0.7%,33,7.6%,0,0.0%,17,19,20,19,19,19,18,21
2011,3970,Sunset Elementary School,Public School,9001 NE 95th Street,Vancouver,WA,98662,CLARK,Evergreen School District (Clark),6114,K-5,Yes,574,50,8.7%,1,0.2%,37,6.4%,12,2.1%,47,47,47,49,49,49,43,40
2011,3601,Sunset Primary,Public School,4523 97TH AVE W,UNIVERSITY PLACE,WA,98466,PIERCE,University Place School District,27083,K-4,Yes,383,34,8.9%,13,3.4%,20,5.2%,1,0.3%,15,18,17,17,17,17,16,14
2011,4136,Sunset View Elementary School,Public School,711 NORTH CENTER PARKWAY,KENNEWICK,WA,99336,BENTON,Kennewick School District,3017,K-5,Yes,430,13,3.0%,0,0.0%,13,3.0%,0,0.0%,13,13,12,12,12,12,11,14
2011,1951,Support School,Public School,31405 18th Ave S,Federal Way,WA,98003,KING,Federal Way School District,17210,K-12,No,,,,,,,,,,,,,,,,,
2011,3391,Suquamish Elementary School,Public School,18950 PARK AVE NE,SUQUAMISH,WA,98392,PIERCE,North Kitsap School District,18400,K-5,Yes,418,63,15.1%,1,0.2%,60,14.4%,2,0.5%,34,34,335,36,36,36,28,32
2011,3798,Surprise Lake Middle School,Public School,2001 Milton Way,Milton,WA,98354,PIERCE,Fife School District,27417,6-7,Yes,530,38,7.2%,24,4.5%,14,2.6%,0,0.0%,30,12,12,12,12,12,15,0
2011,8177,Swan School,Private School,2345 Kuhn St,Port Townsend,WA,98368,JEFFERSON,Port Townsend School District,16050,K-6,No,,,,,,,,,,,,,,,,,
2011,8681,Sylvan Way Christian School,Private School,,Bremerton,WA,98310,KITSAP,Bremerton School District,18100,K-8,No,,,,,,,,,,,,,,,,,
2011,2927,Sylvester Middle School,Public School,16222 Sylvester Road SW,Burien,WA,98166,KING,Highline School District,17401,7-8,Yes,578,8,1.4%,0,0.0%,8,1.4%,0,0.0%,8,8,8,8,8,8,8,8
2011,5183,Tacoma Business Academy,Public School,,Tacoma,WA,98405,PIERCE,Tacoma School District,27010,9-12,Yes,29,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0,0,0,0,0,0,0
2011,5121,Tacoma Community College Fresh Start Program,Contract School,3993 Hunt Street,Gig Harbor,WA,98335,PIERCE,Peninsula School District,27401,9-12,No,,,,,,,,,,,,,,,,,
2011,5184,Tacoma Pierce County Education Center,Public School,601 S 8th street,Tacoma,WA,98405,PIERCE,Tacoma School District,27010,9-12,No,,,,,,,,,,,,,,,,,
2011,1860,Tacoma School of the Arts,Public School,1950 Pacific Avenue,Tacoma,WA,98402,PIERCE,Tacoma School District,27010,10-12,Yes,507,16,3.2%,0,0.0%,15,3.0%,1,0.2%,15,15,13,14,14,14,12,0
2011,1456,Tacoma Waldorf School,Private School,3315 S 19th St,Tacoma,WA,98405,PIERCE,Tacoma School District,27010,K-5,No,,,,,,,,,,,,,,,,,
2011,5032,Taholah Elementary & Middle School,Public School,PO Box 249,Taholah,WA,98587,GRAYS HARBOR,Taholah School District,14077,K-8,Yes,135,1,0.7%,1,0.7%,0,0.0%,0,0.0%,0,0,0,1,1,1,0,1
2011,3580,Taholah High School,Public School,PO Box 249,Taholah,WA,98587,GRAYS HARBOR,Taholah School District,14077,9-12,Yes,48,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0,0,0,0,0,0,0
2011,4556,Tahoma Jr High,Public School,25600 SE Summit Landsburg Road,Ravensdale,WA,98051,KING,Tahoma School District,17409,8-9,No,,,,,,,,,,,,,,,,,
2011,3341,Tahoma Middle School,Public School,24425 SE 216TH ST,Maple Valley,WA,98038,KING,Tahoma School District,17409,6-7,Yes,609,35,5.7%,4,0.7%,27,4.4%,4,0.7%,20,21,13,18,18,18,17,0
2011,2849,Tahoma Senior High School,Public School,P O Box 710,Maple Valley,WA,98038,KING,Tahoma School District,17409,10-12,Yes,1744,69,4.0%,6,0.3%,57,3.3%,6,0.3%,16,36,26,42,43,43,38,0
2011,3740,Talbot Hill Elementary School,Public School,2300 TALBOT RD S,RENTON,WA,98055,KING,Renton School District,17403,K-5,Yes,450,20,4.4%,1,0.2%,19,4.2%,0,0.0%,14,14,16,14,14,14,13,14
2011,4059,Tapteal Elementary School,Public School,705 N 62nd Ave,West Richland,WA,99353,BENTON,Richland School District,3400,K-5,Yes,577,37,6.4%,0,0.0%,35,6.1%,2,0.3%,30,30,30,29,29,29,20,32
2011,1795,TEAM High School,Public School,800 Third Street,Woodland,WA,98674,COWLITZ,Woodland School District,8404,9-12,Yes,79,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0,0,0,0,0,0,0
2011,5138,Technology Access Foundation Academy,Public School,26630 40th Ave S,Kent,WA,98032,KING,Federal Way School District,17210,6-12,Yes,240,18,7.5%,0,0.0%,18,7.5%,0,0.0%,3,3,2,3,3,3,1,0
2011,5103,"Technology, Engineering & Communications",Public School,830 SW 116th St,Seattle,WA,98146,KING,Highline School District,17401,9-12,No,,,,,,,,,,,,,,,,,
2011,2052,Tekoa Elementary School,Public School,200 N BROADWAY,TEKOA,WA,99033,WHITMAN,Tekoa School District,38265,K-6,Yes,112,7,6.3%,0,0.0%,7,6.3%,0,0.0%,3,5,4,1,1,1,2,4
2011,3418,Tekoa High School,Public School,513 E HENKLE,TEKOA,WA,99033,WHITMAN,Tekoa School District,38265,7-12,Yes,95,3,3.2%,0,0.0%,3,3.2%,0,0.0%,1,2,2,2,2,2,3,0
2011,4388,Ten Mile Creek Elementary,Public School,960 E. HEMMI ROAD,EVERSON,WA,98247,WHATCOM,Meridian School District,37505,4-5,No,,,,,,,,,,,,,,,,,
2011,4238,Tenino Elementary School,Public School,PO Box 4024,Tenino,WA,98589,THURSTON,Tenino School District,34402,3-5,Yes,274,23,8.4%,0,0.0%,22,8.0%,1,0.4%,11,13,13,16,16,16,14,10
2011,3509,Tenino High School,Public School,PO Box 4024,Tenino,WA,98589,THURSTON,Tenino School District,34402,9-12,Yes,403,37,9.2%,0,0.0%,37,9.2%,0,0.0%,10,24,15,24,24,24,17,0
2011,3795,Tenino Middle School,Public School,PO Box 4024,Tenino,WA,98589,THURSTON,Tenino School District,34402,6-8,Yes,300,36,12.0%,3,1.0%,30,10.0%,3,1.0%,16,29,20,22,22,22,17,0
2011,2659,Terminal Park Elementary School,Public School,1101 D ST SE,AUBURN,WA,98002,KING,Auburn School District,17408,K-5,Yes,416,13,3.1%,1,0.2%,12,2.9%,0,0.0%,9,9,10,12,12,12,8,9
2011,2821,Terrace Heights Elementary,Public School,4300 Maple Court,Yakima,WA,98901,YAKIMA,East Valley School District (Yakima),39090,K-5,Yes,482,6,1.2%,0,0.0%,6,1.2%,0,0.0%,5,5,6,6,6,6,4,3
2011,2888,Terrace Park Elementary,Public School,5409 228TH ST SW,Mountlake Terrace,WA,98043,SNOHOMISH,Edmonds School District,31015,K-6,Yes,327,15,4.6%,0,0.0%,15,4.6%,0,0.0%,10,10,8,7,7,7,9,9
2011,8887,The Bear Creek School,Private School,8905 208th Ave NE,Redmond,WA,98053,KING,Lake Washington School District,17414,K-12,Yes,695,30,4.3%,5,0.7%,24,3.5%,1,0.1%,18,18,21,20,20,20,23,24
2011,8037,The Bush School,Private School,3400 E Harrison,Seattle,WA,98112,KING,Seattle Public Schools,17001,K-12,Yes,572,26,4.5%,2,0.3%,21,3.7%,3,0.5%,19,19,12,13,13,13,12,1
2011,1856,The Center School,Public School,305 HARRISON ST,SEATTLE,WA,98109,KING,Seattle Public Schools,17001,9-12,Yes,279,29,10.4%,1,0.4%,25,9.0%,3,1.1%,15,14,14,2,2,2,26,8
2011,8369,The Children's Inn Academy,Private School,1939 Karen Frazier Rd SE,Olympia,WA,98501,THURSTON,Olympia School District,34111,K-6,No,,,,,,,,,,,,,,,,,
2011,8372,The Clearwater School,Private School,1510 196th St SE,Bothell,WA,98012,KING,Northshore School District,17417,K-12,No,,,,,,,,,,,,,,,,,
2011,1767,The Healing Lodge,Institution,5600 E 8Th Ave,Spokane,WA,99212,SPOKANE,Spokane School District,32081,8-12,Yes,39,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0,0,0,0,0,0,0
2011,8487,The Island School,Private School,8553 NE Day Rd,Bainbridge Island,WA,98110,KITSAP,Bainbridge Island School District,18303,K-5,Yes,104,18,17.3%,2,1.9%,16,15.4%,0,0.0%,12,12,12,13,13,13,12,11
2011,Initial2,The Lake and Park School,Private School,3201 Hunter Blvd S,Seattle,WA,98144,KING,Seattle Public Schools,17417,K-4,No,,,,,,,,,,,,,,,,,
2011,8244,The Little School,Private School,2812 116th Ave NE,Bellevue,WA,98004,KING,Bellevue School District,17405,K-6,Yes,110,10,9.1%,0,0.0%,10,9.1%,0,0.0%,1,1,3,4,5,5,6,3
2011,1454,The Ohana Education Center,Private School,1465 Poplar,Clarkston,WA,99403,ASOTIN,Clarkston School District,2250,K-6,No,,,,,,,,,,,,,,,,,
2011,1416,The Sammamish Montessori School,Private School,7655 178th Pl NE,Redmond,WA,98052,KING,Lake Washington School District,17414,K-4,No,,,,,,,,,,,,,,,,,
2011,8951,Theresa and Elizabeths School,Private School,23816 165th Ave SE,Monroe,WA,98272,SNOHOMISH,Monroe School District,31103,K-12,No,,,,,,,,,,,,,,,,,
2011,3584,Thomas Jefferson High School,Public School,4248 S 288TH ST,AUBURN,WA,98001,KING,Federal Way School District,17210,9-12,Yes,1794,127,7.1%,11,0.6%,110,6.1%,6,0.3%,28,28,22,0,0,0,28,0
2011,2756,Thompson Elementary School,Public School,1105 W 2nd ST,Grandview,WA,98930,YAKIMA,Grandview School District,39200,K-5,Yes,603,7,1.2%,0,0.0%,7,1.2%,0,0.0%,6,6,6,7,7,7,6,6
2011,1560,Thompson Preschool,Public School,15616 5th Ave E,Tacoma,WA,98445,PIERCE,Bethel School District,27403,K-PK,No,,,,,,,,,,,,,,,,,
2011,3490,Thoreau Elementary,Public School,8224 NE 138th,Kirkland,WA,98034,KING,Lake Washington School District,17414,K-6,No,,,,,,,,,,,,,,,,,
2011,3635,Thorndyke Elementary,Public School,4415 S 150TH ST,TUKWILA,WA,98168,KING,Tukwila School District,17406,K-5,Yes,401,11,2.7%,1,0.2%,6,1.5%,4,1.0%,7,8,7,8,8,8,8,1
2011,3974,Thornton Creek Elementary School,Public School,7711 43 AV NE,SEATTLE,WA,98115,KING,Seattle Public Schools,17001,K-5,Yes,372,59,15.9%,3,0.8%,55,14.8%,1,0.3%,28,27,32,12,13,13,46,11
2011,2514,Thorp Elem & Jr Sr High,Public School,PO Box 150,Thorp,WA,98946,KITTITAS,Thorp School District,19400,K-12,Yes,132,10,7.6%,1,0.8%,9,6.8%,0,0.0%,5,5,4,6,6,6,5,8
2011,8460,Three Cedars Waldorf School,Private School,556 124th Ave NE,Bellevue,WA,98005,KING,Bellevue School District,17405,K-8,No,,,,,,,,,,,,,,,,,
2011,8560,Three Points Elementary,Private School,7800 NE 28th St,Medina,WA,98039,KING,Bellevue School District,17405,K-6,Yes,241,9,3.7%,1,0.4%,8,3.3%,0,0.0%,7,7,8,7,7,7,7,6
2011,8257,Three Rivers Christian School--Kelso Jr./Sr. High Campus,Private School,1209 Minor Rd,Kelso,WA,98626,COWLITZ,Kelso School District,8458,7-12,No,,,,,,,,,,,,,,,,,
2011,8016,Three Rivers Christian School-Longview Elem,Private School,2610 Ocean Beach Hwy,Longview,WA,98632,COWLITZ,Longview School District,8122,K-6,Yes,126,9,7.1%,1,0.8%,7,5.6%,1,0.8%,5,5,5,5,5,5,4,3
2011,5165,Three Rivers Home Link,Public School,975 Gillespie Street,Richland,WA,99352,BENTON,Richland School District,3400,K-12,Yes,395,102,25.8%,0,0.0%,95,24.1%,7,1.8%,90,90,85,83,83,83,79,72
2011,1769,Three Springs High School,Public School,520 FOURTH STREET,CHENEY,WA,99004,SPOKANE,Cheney School District,32360,9-12,No,,,,,,,,,,,,,,,,,
2011,8997,Three Tree Montessori,Private School,220 SW 160th St,Burien,WA,98166,KING,Highline School District,17401,K-6,Yes,47,4,8.5%,0,0.0%,4,8.5%,0,0.0%,2,2,4,3,3,3,4,4
2011,4550,Thunder Mountain Middle School,Public School,42018 264th Avenue SE,Enumclaw,WA,98022,KING,Enumclaw School District,17216,6-8,Yes,479,40,8.4%,7,1.5%,31,6.5%,2,0.4%,26,27,22,21,21,21,23,0
2011,2141,Thurgood Marshall Elementary,Public School,2401 S IRVING ST,SEATTLE,WA,98144,KING,Seattle Public Schools,17001,K-5,Yes,449,46,10.2%,1,0.2%,45,10.0%,0,0.0%,14,14,21,6,6,6,36,10
2011,4473,Thurgood Marshall Middle School,Public School,3939 20TH AVE NW,OLYMPIA,WA,98502,THURSTON,Olympia School District,34111,6-8,Yes,404,58,14.4%,4,1.0%,53,13.1%,1,0.2%,36,38,36,32,33,33,36,0
2011,3073,Tieton Intermediate School,Public School,PO Box 6,Tieton,WA,98947,YAKIMA,Highland School District,39203,4-6,Yes,268,5,1.9%,3,1.1%,2,0.7%,0,0.0%,1,3,1,1,1,1,1,0
2011,3702,Tiffany Park Elementary School,Public School,1601 LAKE YOUNGS WAY SE,RENTON,WA,98058,KING,Renton School District,17403,K-5,Yes,472,27,5.7%,5,1.1%,19,4.0%,3,0.6%,20,20,17,18,18,19,19,17
2011,1540,Tiger Mountain Community High School,Public School,355 SE EVANS LN,ISSAQUAH,WA,98027,KING,Issaquah School District,17411,9-12,Yes,90,5,5.6%,0,0.0%,5,5.6%,0,0.0%,1,2,1,2,2,2,3,0
2011,1457,Tilden School,Private School,4105 California Ave SW,Seattle,WA,98116,KING,Seattle Public Schools,17001,K-5,No,,,,,,,,,,,,,,,,,
2011,2651,Tillicum Elementary School,Public School,8514 Maple ST SW,Lakewood,WA,98498,PIERCE,Clover Park School District,27400,K-5,Yes,351,1,0.3%,0,0.0%,1,0.3%,0,0.0%,0,0,0,0,0,0,0,0
2011,3435,Tillicum Middle School,Public School,16020 SE 16th Street,Bellevue,WA,98008,KING,Bellevue School District,17405,6-8,Yes,764,55,7.2%,28,3.7%,27,3.5%,0,0.0%,15,15,15,10,10,10,16,37
2011,4516,Timbercrest Junior High,Public School,19115 215 WY NE,Woodinville,WA,98077,KING,Northshore School District,17417,7-9,Yes,818,50,6.1%,7,0.9%,42,5.1%,1,0.1%,27,27,25,19,19,19,29,0
2011,3710,Timberline High School,Public School,6120 Mullen Rd SE,Lacey,WA,98503,THURSTON,North Thurston Public Schools,34003,9-12,Yes,1654,64,3.9%,4,0.2%,57,3.4%,3,0.2%,31,44,25,37,36,36,31,0
2011,1437,TLC Academy,Private School,21512 NE 16th St,Sammamish,WA,98074,KING,Lake Washington School District,17414,K-3,No,,,,,,,,,,,,,,,,,
2011,4570,Todd Beamer High School,Public School,35999 16TH AV S,FEDERAL WAY,WA,98003,KING,Federal Way School District,17210,9-12,Yes,1897,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0,0,0,0,0,0,0
2011,5034,Toddler Learning Center,Public School,PO Box 633,Oak Harbor,WA,98277,ISLAND,Coupeville School District,15204,K-PK,No,,,,,,,,,,,,,,,,,
2011,5190,Toledo Alternative Options,Public School,PO Box 469,Toledo,WA,98591,LEWIS,Toledo School District,21237,7-12,No,,,,,,,,,,,,,,,,,
2011,2998,Toledo Elementary School,Public School,PO Box 549,Toledo,WA,98591,LEWIS,Toledo School District,21237,K-5,Yes,318,16,5.0%,1,0.3%,15,4.7%,0,0.0%,9,10,8,9,9,9,9,9
2011,2616,Toledo High School,Public School,PO Box 820,Toledo,WA,98591,LEWIS,Toledo School District,21237,9-12,No,,,,,,,,,,,,,,,,,
2011,3977,Toledo Middle School,Public School,PO Box 668,Toledo,WA,98591,LEWIS,Toledo School District,21237,6-8,Yes,188,8,4.3%,0,0.0%,7,3.7%,1,0.5%,5,6,4,4,4,4,5,0
2011,4318,Tolt Middle School,Public School,3740 Tolt Ave,Carnation,WA,98014,KING,Riverview School District,17407,6-8,Yes,733,48,6.5%,3,0.4%,44,6.0%,1,0.1%,32,31,25,22,22,22,27,0
2011,3176,Tonasket Elementary School,Public School,35ES HIGHWAY 20,TONASKET,WA,98855,OKANOGAN,Tonasket School District,24404,K-5,Yes,480,36,7.5%,5,1.0%,31,6.5%,0,0.0%,11,10,9,12,12,12,17,22
2011,2679,Tonasket High School,Public School,35HS HIGHWAY 20,TONASKET,WA,98855,OKANOGAN,Tonasket School District,24404,9-12,Yes,368,31,8.4%,3,0.8%,24,6.5%,4,1.1%,15,19,11,18,19,19,21,0
2011,4196,Tonasket Middle School,Public School,35MS HIGHWAY 20 ,TONASKET,WA,98855,OKANOGAN,Tonasket School District,24404,6-8,Yes,222,18,8.1%,1,0.5%,17,7.7%,0,0.0%,12,12,9,12,12,12,11,0
2011,2900,Toppenish High School,Public School,141 WARD ROAD,TOPPENISH,WA,98948,YAKIMA,Toppenish School District,39202,9-12,Yes,751,8,1.1%,1,0.1%,7,0.9%,0,0.0%,2,4,1,2,2,2,5,0
2011,2264,Toppenish Middle School,Public School,104 GOLDENDALE AVENUE,TOPPENISH,WA,98948,YAKIMA,Toppenish School District,39202,6-8,Yes,725,4,0.6%,0,0.0%,4,0.6%,0,0.0%,0,1,0,1,1,1,2,0
2011,1831,Toppenish Pre School,Public School,407 S. JUNIPER ST,TOPPENISH,WA,98948,YAKIMA,Toppenish School District,39202,K-PK,No,,,,,,,,,,,,,,,,,
2011,1579,Tops K-8 School,Public School,2500 FRANKLIN AV E,SEATTLE,WA,98102,KING,Seattle Public Schools,17001,K-8,Yes,501,43,8.6%,4,0.8%,38,7.6%,1,0.2%,26,24,26,7,7,7,33,13
2011,1459,Torah Day School of Seattle,Private School,3528 S Ferdinand St,Seattle,WA,98118,KING,Seattle Public Schools,17001,K-8,No,,,,,,,,,,,,,,,,,
2011,4383,Totem Falls,Public School,14211 Snohomish-Cascade Drive,Snohomish,WA,98296,SNOHOMISH,Snohomish School District,31201,K-6,Yes,493,27,5.5%,2,0.4%,25,5.1%,0,0.0%,17,18,20,17,17,17,18,15
2011,3431,Totem Middle School,Public School,26630 40TH AVE S,KENT,WA,98031,KING,Federal Way School District,17210,6-8,Yes,630,51,8.1%,5,0.8%,46,7.3%,0,0.0%,8,8,8,10,10,10,12,0
2011,2813,Totem Middle School,Public School,1605 7th St,Marysville,WA,98270,SNOHOMISH,Marysville School District,31025,6-8,Yes,678,41,6.0%,3,0.4%,32,4.7%,6,0.9%,33,34,21,22,22,22,24,0
2011,2160,Touchet Elem & High School,Public School,PO Box 135,TOUCHET,WA,99360,WALLA WALLA,Touchet School District,36300,K-12,Yes,259,1,0.4%,0,0.0%,1,0.4%,0,0.0%,0,0,0,0,0,0,1,0
2011,4264,Toutle Lake Elementary,Public School,5050 Spirit Lake Hwy,Toutle,WA,98649,COWLITZ,Toutle Lake School District,8130,K-6,Yes,302,19,6.3%,1,0.3%,16,5.3%,2,0.7%,1,9,6,7,7,7,4,15
2011,2560,Toutle Lake High School,Public School,5050 Spirit Lake Hwy,Toutle,WA,98649,COWLITZ,Toutle Lake School District,8130,7-12,Yes,321,14,4.4%,1,0.3%,13,4.0%,0,0.0%,0,12,2,1,1,1,3,0
2011,2653,Trent Elementary,Public School,3303 N PINES RD,Spokane Valley,WA,99016,SPOKANE,East Valley School District (Spokane),32361,K-5,Yes,523,30,5.7%,12,2.3%,18,3.4%,0,0.0%,15,16,13,12,12,12,22,6
2011,3128,Trentwood Elementary School,Public School,14701 E WELLESLEY AVE,Spokane Valley,WA,99016,SPOKANE,East Valley School District (Spokane),32361,K-5,Yes,440,32,7.3%,6,1.4%,26,5.9%,0,0.0%,22,23,17,23,23,23,16,16
2011,8309,Tri-Cities Prep,Private School,9612 St Thomas Dr,Pasco,WA,99301,FRANKLIN,Pasco School District,11001,9-12,No,,,,,,,,,,,,,,,,,
2011,8019,Tri-City Junior Academy,Private School,4115 W Henry St,Pasco,WA,99301,FRANKLIN,Pasco School District,11001,K-10,No,,,,,,,,,,,,,,,,,
2011,8190,Trinity Catholic School,Private School,1306 W Montgomery Ave,Spokane,WA,99205,SPOKANE,Spokane School District,32081,K-8,Yes,124,16,12.9%,0,0.0%,13,10.5%,3,2.4%,8,8,10,9,9,9,9,9
2011,8314,Trinity Reformed Christian School,Private School,1505 Grant Ave,Sunnyside,WA,98944,YAKIMA,Sunnyside School District,39201,1-8,No,,,,,,,,,,,,,,,,,
2011,4118,Tri-Tech Skills Center,Public School,5929 WEST METALINE AVENUE,KENNEWICK,WA,99336,BENTON,Kennewick School District,3017,9-12,No,,,,,,,,,,,,,,,,,
2011,1925,Trojan Alternative School,Public School,P.O. Box 368,Pe Ell,WA,98572,LEWIS,Pe Ell School District,21301,9-12,No,,,,,,,,,,,,,,,,,
2011,3062,Trout Lake Elementary,Public School,PO Box 488,Trout Lake,WA,98650,KLICKITAT,Trout Lake School District,20400,K-4,Yes,82,13,15.9%,1,1.2%,12,14.6%,0,0.0%,8,7,8,8,8,8,9,12
2011,2676,Trout Lake School,Public School,PO Box 488,Trout Lake,WA,98650,KLICKITAT,Trout Lake School District,20400,5-12,No,,,,,,,,,,,,,,,,,
2011,3448,Truman,Public School,5801 N 35th St,Tacoma,WA,98407,PIERCE,Tacoma School District,27010,6-8,Yes,800,22,2.8%,5,0.6%,14,1.8%,3,0.4%,12,12,10,14,14,14,15,0
2011,5131,Tukes Valley Middle School,Public School,PO Box 200,Battle Ground ,WA,98604,CLARK,Battle Ground School District,6119,5-8,Yes,422,7,1.7%,4,0.9%,0,0.0%,3,0.7%,12,23,11,15,15,15,12,0
2011,5132,Tukes Valley Primary ,Public School,PO Box 200,Battle Ground,WA,98642,CLARK,Battle Ground School District,6119,K-4,Yes,565,2,0.4%,1,0.2%,0,0.0%,1,0.2%,28,30,29,29,29,29,25,30
2011,3488,Tukwila Elementary,Public School,5939 S 149TH ST,TUKWILA,WA,98168,KING,Tukwila School District,17406,K-5,Yes,542,18,3.3%,6,1.1%,9,1.7%,3,0.6%,11,11,10,14,14,14,9,8
2011,3354,Tulalip Elementary,Public School,7730 36th Ave NW,Marysville,WA,98271,SNOHOMISH,Marysville School District,31025,K-5,Yes,261,13,5.0%,1,0.4%,10,3.8%,2,0.8%,10,10,10,9,9,9,7,7
2011,3362,Tumwater High School,Public School,700 Israel Road,Tumwater,WA,98501,THURSTON,Tumwater School District,34033,9-12,Yes,1143,88,7.7%,0,0.0%,86,7.5%,2,0.2%,29,60,42,60,60,60,61,0
2011,4373,Tumwater Hill Elementary,Public School,3120 Ridgeview St SW,Tumwater,WA,98512,THURSTON,Tumwater School District,34033,K-6,Yes,433,32,7.4%,2,0.5%,29,6.7%,1,0.2%,17,17,18,20,20,20,16,19
2011,3612,Tumwater Middle School,Public School,6335 Littlerock Road SW,Tumwater,WA,98512,THURSTON,Tumwater School District,34033,7-8,Yes,459,36,7.8%,3,0.7%,32,7.0%,1,0.2%,19,20,10,17,17,17,18,0
2011,3441,Twain Elementary,Public School,9525 130th Ave NE,Kirkland,WA,98033,KING,Lake Washington School District,17414,K-6,Yes,653,52,8.0%,3,0.5%,49,7.5%,0,0.0%,31,31,30,35,35,35,33,25
2011,1605,Twin Cedars High School,Public School,45389 Airport Way,Concrete,WA,98237,SKAGIT,Concrete School District,29011,10-12,Yes,20,1,5.0%,0,0.0%,1,5.0%,0,0.0%,0,1,0,1,1,1,1,0
2011,4364,Twin City Elementary,Public School,26211 72ND AVE NW,STANWOOD,WA,98292,SNOHOMISH,Stanwood-Camano School District,31401,K-5,Yes,341,19,5.6%,1,0.3%,18,5.3%,0,0.0%,7,7,8,8,8,8,10,10
2011,5135,Twin Falls Middle School,Public School,46910 S.E. Middle Fork Road,North Bend,WA,98045,KING,Snoqualmie Valley School District,17410,6-8,Yes,578,49,8.5%,3,0.5%,45,7.8%,1,0.2%,30,37,22,32,32,32,24,0
2011,5208,"Twin Harbors, A Branch of New Market Skills Center",Public School,410 North G Street,Aberdeen,WA,98520,GRAYS HARBOR,Aberdeen School District,14005,9-12,No,,,,,,,,,,,,,,,,,
2011,3628,Twin Lakes Elementary School,Public School,4400 SW 320TH ST,FEDERAL WAY,WA,98023,KING,Federal Way School District,17210,K-5,Yes,364,30,8.2%,4,1.1%,21,5.8%,5,1.4%,17,17,14,15,15,15,10,22
2011,3469,Twin Rivers Group Home,Institution,605 MCMURRAY,RICHLAND,WA,99352,BENTON,Richland School District,3400,9-12,No,,,,,,,,,,,,,,,,,
2011,1502,Two Rivers School,Public School,330 BALLARAT AVE N,NORTH BEND,WA,98045,KING,Snoqualmie Valley School District,17410,7-12,Yes,106,6,5.7%,0,0.0%,5,4.7%,1,0.9%,2,2,2,3,3,3,6,0
2011,3283,Tyee Middle School,Public School,11650 SE 60th,Bellevue,WA,98006,KING,Bellevue School District,17405,6-8,Yes,758,37,4.9%,14,1.8%,22,2.9%,1,0.1%,25,25,14,13,13,13,17,0
2011,3249,Tyee Park Elementary School,Public School,11920 Seminole RD SW,Lakewood,WA,98499,PIERCE,Clover Park School District,27400,K-5,Yes,412,2,0.5%,1,0.2%,0,0.0%,1,0.2%,2,2,1,1,1,1,1,1
2011,801O,UCiC School,Private School,3727 240th St SE,Bothell,WA,98021,KING,Northshore School District,17417,K-1,No,,,,,,,,,,,,,,,,,
2011,1558,Unassigned Special Education,Public School,20420 68TH AVE W,LYNNWOOD,WA,98036,SNOHOMISH,Edmonds School District,31015,K-9,No,,,,,,,,,,,,,,,,,
2011,2714,Union Gap School,Public School,3200 S. 2nd Street,Union Gap,WA,98903,YAKIMA,Union Gap School District,39002,K-8,Yes,610,7,1.1%,1,0.2%,5,0.8%,1,0.2%,5,5,3,4,4,4,2,1
2011,5111,Union High School,Public School,6201 NW Friberg-Strunk St,Camas,WA,98607,CLARK,Evergreen School District (Clark),6114,9-12,No,,,,,,,,,,,,,,,,,
2011,3786,Union Ridge Elementary,Public School,330 NORTH FIFTH AVENUE,RIDGEFIELD,WA,98642,CLARK,Ridgefield School District,6122,K-6,Yes,674,53,7.9%,1,0.1%,48,7.1%,4,0.6%,29,42,39,47,46,45,33,30
